pertanyaan,jawaban,sumber,mata_kuliah,sumber_dokumen
Apa lima fase dalam metodologi DMAIC pada Six Sigma?,"Define (menetapkan masalah), Measure (mengukur dan mengumpulkan data), Analyse (menganalisis data), Improve (menghasilkan solusi), Control (mengendalikan dan memverifikasi perbaikan).","DMAIC adalah proses loop tertutup yang sistematis untuk peningkatan berkelanjutan yang ilmiah dan berdasarkan fakta
Define: Mendefinisikan masalah/peluang, proses, dan kebutuhan pelanggan
Measure: Tentukan ukuran, lalu kumpulkan, kompilasi, dan tampilkan data
Analyse: Pelajari detail proses untuk menemukan peluang peningkatan
Improve: Hasilkan solusi dan ide untuk memperbaiki masalah
Control: Lacak dan verifikasi stabilitas peningkatan dan prediktabilitas solusi",Manajemen Proyek Sistem informasi,Week10 Project Quality Management.txt
Apa yang menentukan keberhasilan atau kegagalan organisasi dan proyek?,Orang (people) menentukan keberhasilan dan kegagalan organisasi serta proyek.,People determine the success and failure of organizations and projects.,Manajemen Proyek Sistem informasi,Week11 Project Human Resource Management.txt
Bagaimana organisasi proaktif menangani kebutuhan tenaga kerja menurut Future of IT Human Resource Management?,"Dengan meningkatkan manfaat, menyesuaikan kebijakan tunjangan untuk memenuhi kebutuhan pekerja, serta mendefinisikan ulang jam kerja dan insentif, menghindari lembur, dan memberikan insentif berbasis penilaian kinerja objektif.",Organisasi proaktif menangani kebutuhan tenaga kerja dengan: Future of IT Human Resource Management Meningkatkan manfaat Menyesuaikan kebijakan tunjangan untuk memenuhi kebutuhan pekerja,Manajemen Proyek Sistem informasi,Week11 Project Human Resource Management.txt
Apa yang dilakukan dalam proses Plan HR Management?,"Mengidentifikasi dan mendokumentasikan peran proyek, tanggung jawab, dan hubungan pelaporan.","Plan HR Management Identifikasian dan dokumentasi peran proyek, tanggung jawab, dan hubungan pelaporan.",Manajemen Proyek Sistem informasi,Week11 Project Human Resource Management.txt
Apa output yang dihasilkan setelah proses Acquire Resources?,"Penugasan staf proyek, kalender sumber daya, dan pembaruan rencana manajemen proyek.","Output: Penugasan staf proyek, kalender sumber daya, dan pembaruan rencana manajemen proyek.",Manajemen Proyek Sistem informasi,Week11 Project Human Resource Management.txt
Apa tujuan utama dari proses Develop Project Team?,Membangun keterampilan individu dan kelompok untuk meningkatkan kinerja proyek.,Develop Project Team Pembangunan keterampilan individu dan kelompok untuk meningkatkan kinerja proyek.,Manajemen Proyek Sistem informasi,Week11 Project Human Resource Management.txt
Apa yang dimaksud dengan motivasi intrinsik?,Motivasi intrinsik menyebabkan orang berpartisipasi dalam suatu aktivitas untuk kesenangan mereka sendiri.,Intrinsic motivation Menyebabkan orang berpartisipasi dalam suatu aktivitas untuk kesenangan mereka sendiri,Manajemen Proyek Sistem informasi,Week11 Project Human Resource Management.txt
Sebutkan faktor-faktor motivator menurut Frederick Herzberg yang dapat menghasilkan kepuasan kerja.,"Prestasi, pengakuan, pekerjaan itu sendiri, tanggung jawab, kemajuan, dan pertumbuhan.","Faktor Motivator: menyebabkan kepuasan kerja Meliputi: prestasi, pengakuan, pekerjaan itu sendiri, tanggung jawab, kemajuan, dan pertumbuhan, yang menghasilkan kepuasan kerja",Manajemen Proyek Sistem informasi,Week11 Project Human Resource Management.txt
Apa arti masing-masing huruf pada diagram RACI?,"R = responsibility, A = accountability (hanya satu A per tugas), C = consultation, I = informed.","RACI charts R = responsibility A = accountability, only one A per task C = consultation I = informed",Manajemen Proyek Sistem informasi,Week11 Project Human Resource Management.txt
Apa tujuan teknik Resource Leveling?,"Menyelesaikan konflik sumber daya, seperti overallocation, dengan menunda tugas.",Resource Leveling Teknik untuk menyelesaikan konflik sumber daya (cth. overallocation) dengan menunda tugas.,Manajemen Proyek Sistem informasi,Week11 Project Human Resource Management.txt
Sebutkan lima tahap dalam model pengembangan tim Tuckman.,"Pengenalan anggota (forming), Storming (konflik pendapat), Norming (pengembangan metode kerja bersama), Performing (penekanan pada pencapaian tujuan tim), dan Pembubaran (tim dibubarkan setelah tujuan tercapai).",5 Tahap Pengembangan Tim (Model Tuckman) Pengenalan anggota dan inisiasi tim ... Ketika anggota tim memiliki pendapat yang berbeda ... Ketika tim mengembangkan metode kerja yang sama ... Ketika menekankan pada pencapaian tujuan tim ... Pembubaran tim setelah berhasil mencapai tujuan.,Manajemen Proyek Sistem informasi,Week11 Project Human Resource Management.txt
Berapa peluang terjadinya keuntungan $120.000 pada Proyek 1?,Peluang terjadinya keuntungan $120.000 pada Proyek 1 adalah 50%.,Project 1 50% $120.000,Manajemen Proyek Sistem informasi,Week13 DecisionTreeAnalysis-EMV (1).txt
Berapa kerugian yang diperkirakan pada Proyek 1 dan berapa persentasenya?,Kerugian yang diperkirakan pada Proyek 1 adalah -$50.000 dengan peluang 50%.,"Project 1 50% -$50,000",Manajemen Proyek Sistem informasi,Week13 DecisionTreeAnalysis-EMV (1).txt
Berapa peluang masing‑masing hasil pada Proyek 2?,"Peluang hasil pada Proyek 2 adalah 30% untuk $100.000, 40% untuk $50.000, dan 30% untuk -$60.000.","Project 2 30% $100.000 40% $50.000 30% -$60,000",Manajemen Proyek Sistem informasi,Week13 DecisionTreeAnalysis-EMV (1).txt
Berapa peluang terjadinya keuntungan $20.000 pada Proyek 3?,Peluang terjadinya keuntungan $20.000 pada Proyek 3 adalah 70%.,Project 3 70% $20.000,Manajemen Proyek Sistem informasi,Week13 DecisionTreeAnalysis-EMV (1).txt
Berapa peluang terjadinya kerugian -$5.000 pada Proyek 3?,Peluang terjadinya kerugian -$5.000 pada Proyek 3 adalah 30%.,"Project 3 30% -$5,000",Manajemen Proyek Sistem informasi,Week13 DecisionTreeAnalysis-EMV (1).txt
Sebutkan semua kombinasi peluang dan keuntungan/kerugian pada Proyek 4.,"Pada Proyek 4 terdapat empat kombinasi: 30% untuk $40.000, 30% untuk $30.000, 20% untuk $20.000, dan 20% untuk -$50.000.","Project 4 30% $40.000 30% $30.000 20% $20,000 20% -$50,000",Manajemen Proyek Sistem informasi,Week13 DecisionTreeAnalysis-EMV (1).txt
Berapa total jumlah proyek yang harus dianalisis dalam kasus ini?,Terdapat empat proyek yang harus dianalisis.,Project 1 ... Project 2 ... Project 3 ... Project 4,Manajemen Proyek Sistem informasi,Week13 DecisionTreeAnalysis-EMV (1).txt
Siapa nama penulis atau pihak yang mencantumkan materi kuliah ini?,Nama yang tercantum adalah Sofia Umaroh.,SOFIA UMAROH,Manajemen Proyek Sistem informasi,Week13 DecisionTreeAnalysis-EMV (1).txt
Apa judul kasus yang diberikan dalam dokumen?,"Judul kasusnya adalah ""Case 1 : Analisa EMV"".",Case 1 : Analisa EMV,Manajemen Proyek Sistem informasi,Week13 DecisionTreeAnalysis-EMV (1).txt
Apa definisi Agile menurut dokumen?,"Agile adalah pendekatan pengembangan perangkat lunak yang digunakan untuk menemukan kebutuhan dan mengembangkan solusi melalui kolaborasi antara tim proyek dengan pelanggan, dengan perencanaan adaptif, pengembangan yang ber‑evolusi, pengiriman lebih awal, perbaikan berkelanjutan, serta kemampuan merespon perubahan di tengah‑tengah pengembangan; fase pengembangan dan pengujian dilakukan secara bersamaan, tidak seperti model Waterfall.","Agile adalah suatu pendekatan dari pengembangan perangkat lunak yang digunakan untuk: (1) menemukan kebutuhan dan mengembangkan solusi melalui upaya kolaboratif antara tim proyek dengan customer nya. (2) perencanaan yang adaptif, pengembangan yang ber-evolusi, delivery (pengiriman) lebih awal, perbaikan berkelanjutan, dan merespon terhadap perubahan di tengah-tengah pengembangan. Antara fase pengembangan dengan pengujian dilakukan secara bersamaan, tidak seperti model Waterfall.",Rekayasa Perangkat Lunak,TM-08 Agile Process.txt
"Apa perbedaan antara Epic, Stories, dan Task?","Epic (Why) mendefinisikan kebutuhan bisnis, Stories (What) mendefinisikan kebutuhan pelanggan, dan Task (How) mendefinisikan solusi yang akan dibangun.",Epic (Why) mendefinisikan kebutuhan bisnis. Stories (What) mendefinisikan kebutuhan customer. Task (How) mendefinisikan solusi.,Rekayasa Perangkat Lunak,TM-08 Agile Process.txt
Siapa saja peran dalam Scrum dan apa tanggung jawab utama Product Owner?,"Peran dalam Scrum meliputi Product Owner, Scrum Master, dan Scrum Team yang terdiri atas Developer serta Quality Assurance (QA). Tanggung jawab utama Product Owner adalah mendefinisikan fitur produk (epic dan stories), menentukan tanggal rilis, memprioritaskan fitur berdasarkan nilai pasar, menyesuaikan fitur dan prioritas tiap iterasi, serta menolak atau menerima hasil kerja.",Product Owner: mendefinisikan fitur dari produk (epic dan stories) menentukan tanggal rilis produk memprioritaskan fitur berdasarkan nilai pasar menyesuaikan fitur dan prioritas setiap iterasi menolak atau menerima hasil,Rekayasa Perangkat Lunak,TM-08 Agile Process.txt
Apa yang dimaksud dengan Definition of Ready (DoR) dan apa kriterianya?,"Definition of Ready (DoR) adalah kondisi di mana sebuah user story siap untuk dikerjakan; kriterianya meliputi user story yang jelas, dapat diuji, layak, memenuhi acceptance criteria, serta keterkaitan antar user story yang sudah didefinisikan.",DoR User story jelas User story dapat diuji User story layak User story memenuhi acceptance criteria Keterkaitan antar user story didefinisikan,Rekayasa Perangkat Lunak,TM-08 Agile Process.txt
Apa yang dimaksud dengan Definition of Done (DoD) dan apa saja elemen yang harus dipenuhi?,"Definition of Done (DoD) adalah kondisi selesai yang mencakup: kode program telah dikembangkan, diberi komentar dan diperiksa dalam version control (Git), telah melewati review (pair programming), tidak mengandung error, unit testing telah dilakukan, dan telah melewati fase User Acceptance Testing (UAT).",DoD Kode program telah dikembangkan Setiap kode diberi sudah diberi komentar dan di cek di dalam versioning control (Git) Kode program sudah melewati review (pair programming) Kode program tanpa error Unit testing sudah dilakukan Melewati fase UAT,Rekayasa Perangkat Lunak,TM-08 Agile Process.txt
Bagaimana tim memperkirakan Story Points dan skala apa yang biasanya dipakai?,"Tidak ada aturan baku untuk memperkirakan Story Points; biasanya developer menggunakan deret Fibonacci (1, 2, 3, 5, 8, 13, 21), di mana nilai yang lebih besar menunjukkan upaya yang lebih besar.","Tidak ada aturan baku dalam mendefinisikan Story Points karena story points bukan jumlah jam, atau jumlah hari. Biasa nya developer menggunakan prinsip deret Fibonacci untuk menentukan story point: 1, 2, 3, 5, 8, 13, 21",Rekayasa Perangkat Lunak,TM-08 Agile Process.txt
Apa isi dan tujuan Sprint Backlog?,"Sprint Backlog adalah dokumen yang berisi requirement (stories) yang siap diimplementasikan dan diuji pada sprint tertentu; jika ada story yang tidak selesai dalam sprint, story tersebut kembali dimasukkan ke Product Backlog untuk dikerjakan pada sprint berikutnya.",Sprint Backlog adalah dokumen yang berisi requirement (stories) yang siap untuk diimplementasikan dan diuji pada Sprint tertentu. Jika dalam Sprint tidak semua user story dapat diselesaikan (diimplementasikan dan diuji) maka user story yang belum selesai tersebut akan masuk lagi ke dalam Product Backlog untuk dikerjakan pada Sprint berikutnya.,Rekayasa Perangkat Lunak,TM-08 Agile Process.txt
Apa fungsi Burndown Chart dalam Scrum?,"Burndown Chart merupakan representasi grafis yang digunakan sebagai metrik untuk mengetahui pekerjaan yang tersisa berdasarkan jumlah poin, dan chart ini dibuat oleh Scrum Master.",Burndown Chart adalah representasi grafis yang digunakan sebagai matrik untuk mengetahui pekerjaan yang tersisa berdasarkan jumlah poin. Burndown chart dibuat oleh SCRUM Master.,Rekayasa Perangkat Lunak,TM-08 Agile Process.txt
Apa tiga pertanyaan utama yang dibahas dalam Daily Scrum Meeting?,Pertanyaan-pertanyaan tersebut adalah: (1) Apa yang sudah dilakukan selama 24 jam kebelakang? (2) Apa kendalanya? (3) Bagaimana cara mengatasinya? serta (4) Apa rencana besok hari?,Daily SCRUM Meeting (15 menit) : Apa yang sudah dilakukan selama 24 jam kebelakang ? Apa kendalanya? Bagaimana cara mengatasinya? Apa rencana besok hari?,Rekayasa Perangkat Lunak,TM-08 Agile Process.txt
Sebutkan dua keuntungan utama menggunakan Agile Scrum.,"Keuntungan utama Agile Scrum antara lain dapat menghemat biaya dan waktu pengembangan proyek, serta kualitas dapat dijamin karena setiap sprint dilakukan pengujian beberapa kali.",Keuntungan dari Agile SCRUM: Dapat menghemat biaya dan waktu dari pengembangan proyek; Kualitas dapat dijamin karena setiap Sprint dilakukan pengujian beberapa kali,Rekayasa Perangkat Lunak,TM-08 Agile Process.txt
